age,job,marital,education,default_credit,housing,loan,contact_target,month,day_of_week,dt_year,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,target_decision
42,admin,married,university-degree,no,yes,no,cellular,jul,mon,2022,46,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,entrepreneur,married,basic-6y,no,yes,no,cellular,jul,mon,2022,254,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
54,management,married,university-degree,no,yes,no,cellular,jul,mon,2022,224,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,university-degree,no,yes,no,telephone,jul,mon,2022,118,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
45,services,divorced,high-school,no,no,no,cellular,jul,mon,2022,295,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,technician,married,university-degree,no,yes,no,cellular,jul,mon,2022,174,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
46,blue-collar,married,basic-9y,no,yes,no,cellular,jul,mon,2022,243,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
29,technician,married,professional-course,no,yes,no,cellular,jul,mon,2022,111,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
43,services,married,professional-course,no,yes,no,cellular,jul,mon,2022,451,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
28,admin,single,high-school,no,no,no,cellular,jul,mon,2022,154,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
40,services,married,high-school,no,no,yes,cellular,jul,mon,2022,162,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
53,entrepreneur,single,basic-9y,no,no,no,cellular,jul,mon,2022,933,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
51,blue-collar,married,high-school,no,no,no,cellular,jul,mon,2022,110,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,technician,married,basic-9y,no,yes,no,cellular,jul,mon,2022,448,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
41,entrepreneur,married,basic-4y,no,yes,no,cellular,jul,mon,2022,120,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
48,blue-collar,married,basic-4y,no,no,no,cellular,jul,mon,2022,151,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,management,married,university-degree,no,yes,no,cellular,jul,mon,2022,199,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
52,entrepreneur,married,university-degree,no,yes,no,cellular,jul,mon,2022,97,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
41,entrepreneur,married,basic-4y,no,no,no,cellular,jul,mon,2022,531,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
46,admin,married,university-degree,no,no,no,telephone,jul,mon,2022,41,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
30,technician,single,high-school,no,yes,no,telephone,jul,mon,2022,130,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,management,married,high-school,no,yes,no,cellular,jul,mon,2022,599,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,yes
50,management,married,university-degree,no,yes,no,cellular,jul,mon,2022,236,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,blue-collar,married,basic-9y,no,no,no,cellular,jul,mon,2022,532,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
34,blue-collar,married,basic-9y,no,no,no,cellular,jul,mon,2022,136,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
24,services,married,high-school,no,yes,no,cellular,jul,mon,2022,337,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,university-degree,no,yes,no,cellular,jul,mon,2022,1467,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
43,entrepreneur,married,university-degree,no,yes,no,cellular,jul,mon,2022,117,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
29,services,single,university-degree,no,no,no,cellular,jul,mon,2022,234,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,blue-collar,married,basic-9y,no,no,yes,cellular,jul,mon,2022,387,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,entrepreneur,married,high-school,no,no,no,cellular,jul,mon,2022,500,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,admin,married,university-degree,no,no,no,telephone,jul,mon,2022,267,7,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
42,admin,married,university-degree,no,yes,yes,cellular,jul,mon,2022,313,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
52,blue-collar,married,basic-9y,no,no,no,cellular,jul,mon,2022,535,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
39,self-employed,married,university-degree,no,no,no,cellular,jul,mon,2022,175,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
60,retired,married,high-school,no,no,no,telephone,jul,mon,2022,188,7,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
41,admin,divorced,basic-6y,no,no,no,telephone,jul,mon,2022,141,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,technician,married,basic-6y,no,yes,no,cellular,jul,mon,2022,422,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,services,married,high-school,no,yes,no,cellular,jul,mon,2022,354,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,admin,married,professional-course,no,no,no,cellular,jul,mon,2022,209,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,admin,married,high-school,no,yes,no,telephone,jul,mon,2022,194,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
34,technician,married,professional-course,no,no,no,cellular,jul,mon,2022,166,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
50,entrepreneur,married,university-degree,no,yes,no,cellular,jul,mon,2022,1165,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
29,services,single,high-school,no,yes,no,cellular,jul,mon,2022,113,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
28,services,single,high-school,no,yes,no,cellular,jul,mon,2022,98,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
46,blue-collar,married,basic-9y,no,yes,no,cellular,jul,mon,2022,190,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
23,services,single,high-school,no,no,no,cellular,jul,mon,2022,104,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,single,high-school,no,no,no,cellular,jul,mon,2022,88,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
23,services,single,high-school,no,no,no,cellular,jul,mon,2022,316,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,university-degree,no,no,no,telephone,jul,mon,2022,211,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
50,technician,married,professional-course,no,no,no,cellular,jul,mon,2022,830,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,yes
47,technician,married,professional-course,no,no,no,cellular,jul,mon,2022,208,10,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
32,technician,married,professional-course,no,no,no,cellular,jul,mon,2022,167,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
42,admin,married,university-degree,no,yes,no,cellular,jul,mon,2022,108,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
42,technician,divorced,basic-9y,no,yes,no,cellular,jul,mon,2022,299,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
27,admin,married,high-school,no,yes,no,cellular,jul,mon,2022,238,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
40,admin,single,university-degree,no,yes,no,cellular,jul,mon,2022,281,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
25,admin,single,high-school,no,no,no,cellular,jul,mon,2022,270,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
25,blue-collar,single,high-school,no,no,no,cellular,jul,mon,2022,234,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
25,admin,married,high-school,no,no,no,cellular,jul,mon,2022,68,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
43,blue-collar,married,basic-9y,no,yes,no,cellular,jul,mon,2022,107,6,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
25,admin,divorced,professional-course,no,no,no,cellular,jul,mon,2022,159,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
28,technician,divorced,university-degree,no,yes,no,cellular,jul,mon,2022,247,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
32,admin,single,university-degree,no,no,no,cellular,jul,mon,2022,97,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
52,blue-collar,married,basic-9y,no,yes,no,cellular,jul,mon,2022,228,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
51,blue-collar,divorced,basic-9y,no,no,no,cellular,jul,mon,2022,293,7,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
41,services,married,basic-9y,no,no,no,cellular,jul,mon,2022,88,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,entrepreneur,single,professional-course,no,no,no,telephone,jul,mon,2022,143,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
38,unemployed,married,high-school,no,no,no,cellular,jul,mon,2022,273,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
30,blue-collar,single,basic-9y,no,no,no,cellular,jul,mon,2022,152,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,high-school,no,no,no,cellular,jul,mon,2022,87,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
42,admin,divorced,university-degree,no,yes,no,telephone,jul,mon,2022,339,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
24,services,single,high-school,no,no,no,cellular,jul,mon,2022,98,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
49,technician,married,professional-course,no,yes,yes,telephone,jul,mon,2022,70,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
34,management,single,high-school,no,no,no,cellular,jul,mon,2022,264,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
39,blue-collar,married,professional-course,no,no,no,cellular,jul,mon,2022,280,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,technician,married,professional-course,no,no,no,cellular,jul,mon,2022,164,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
43,entrepreneur,married,basic-4y,no,no,no,cellular,jul,mon,2022,25,30,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,basic-9y,no,yes,no,cellular,jul,mon,2022,196,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
47,blue-collar,married,basic-4y,no,no,no,cellular,jul,mon,2022,95,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
56,housemaid,married,basic-4y,no,no,yes,cellular,jul,mon,2022,116,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,blue-collar,single,basic-6y,no,yes,yes,cellular,jul,mon,2022,305,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,admin,married,university-degree,no,yes,no,cellular,jul,mon,2022,263,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
28,blue-collar,married,high-school,no,yes,no,cellular,jul,mon,2022,210,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,blue-collar,married,professional-course,no,yes,no,cellular,jul,mon,2022,333,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
39,admin,married,high-school,no,yes,no,cellular,jul,mon,2022,627,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
42,blue-collar,married,basic-4y,no,no,no,cellular,jul,mon,2022,100,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,technician,married,high-school,no,no,no,cellular,jul,mon,2022,75,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,blue-collar,single,high-school,no,yes,no,telephone,jul,mon,2022,416,8,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
39,services,married,basic-9y,no,no,yes,cellular,jul,mon,2022,51,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
28,blue-collar,married,basic-9y,no,yes,yes,cellular,jul,mon,2022,576,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,high-school,no,no,no,cellular,jul,mon,2022,160,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
43,admin,divorced,high-school,no,no,no,cellular,jul,mon,2022,96,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
39,services,married,basic-9y,no,yes,no,telephone,jul,mon,2022,543,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
38,admin,married,professional-course,no,no,no,cellular,jul,mon,2022,182,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
26,unemployed,single,basic-9y,no,yes,yes,cellular,jul,mon,2022,104,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,management,divorced,university-degree,no,no,no,cellular,jul,mon,2022,13,20,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,admin,single,university-degree,no,yes,no,cellular,jul,mon,2022,167,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,blue-collar,married,high-school,no,yes,no,cellular,jul,mon,2022,317,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,admin,married,high-school,no,no,no,cellular,jul,mon,2022,74,7,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
32,admin,divorced,high-school,no,yes,no,cellular,jul,mon,2022,422,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,admin,single,university-degree,no,yes,no,cellular,jul,mon,2022,447,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,blue-collar,single,basic-6y,no,no,yes,cellular,jul,mon,2022,380,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
50,admin,divorced,university-degree,no,no,no,cellular,jul,mon,2022,371,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
48,blue-collar,married,basic-6y,no,yes,no,cellular,jul,mon,2022,122,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
26,blue-collar,married,basic-9y,no,yes,no,cellular,jul,mon,2022,159,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
39,admin,divorced,basic-9y,no,yes,no,cellular,jul,mon,2022,79,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,blue-collar,married,professional-course,no,yes,no,cellular,jul,mon,2022,261,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
44,blue-collar,single,high-school,no,yes,yes,cellular,jul,mon,2022,234,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
34,blue-collar,married,basic-9y,no,no,yes,telephone,jul,mon,2022,146,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,services,divorced,university-degree,no,no,no,cellular,jul,mon,2022,407,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
34,admin,married,university-degree,no,no,no,cellular,jul,mon,2022,416,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,technician,single,university-degree,no,no,no,cellular,jul,mon,2022,756,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,services,single,high-school,no,no,no,cellular,jul,mon,2022,500,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
48,admin,divorced,high-school,no,no,no,telephone,jul,mon,2022,352,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,technician,single,university-degree,no,yes,no,cellular,jul,mon,2022,164,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
42,entrepreneur,married,high-school,no,yes,no,cellular,jul,mon,2022,100,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
24,unemployed,single,high-school,no,yes,no,telephone,jul,mon,2022,245,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
36,technician,married,university-degree,no,no,no,cellular,jul,mon,2022,95,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
52,housemaid,married,basic-4y,no,yes,no,cellular,jul,mon,2022,88,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
50,housemaid,divorced,high-school,no,yes,no,cellular,jul,mon,2022,78,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
25,services,single,high-school,no,no,no,cellular,jul,mon,2022,422,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
40,services,married,high-school,no,yes,no,telephone,jul,mon,2022,167,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
53,services,married,high-school,no,no,no,telephone,jul,mon,2022,336,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
30,blue-collar,single,basic-4y,no,no,no,cellular,jul,mon,2022,112,10,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
37,services,married,high-school,no,no,no,cellular,jul,mon,2022,221,2,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,services,married,high-school,no,no,no,cellular,jul,mon,2022,624,5,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
44,admin,married,high-school,no,yes,no,cellular,jul,mon,2022,53,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
30,technician,married,professional-course,no,yes,no,cellular,jul,mon,2022,279,11,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
44,admin,married,high-school,no,yes,no,cellular,jul,mon,2022,136,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
44,admin,married,high-school,no,yes,no,cellular,jul,mon,2022,242,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
38,technician,married,professional-course,no,yes,no,cellular,jul,mon,2022,185,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,technician,married,professional-course,no,yes,no,telephone,jul,mon,2022,9,17,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
41,admin,married,high-school,no,no,yes,cellular,jul,mon,2022,205,4,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,entrepreneur,single,basic-9y,no,no,no,cellular,jul,mon,2022,131,3,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,admin,married,university-degree,no,no,yes,cellular,jul,mon,2022,15,11,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
26,technician,married,professional-course,no,no,no,cellular,jul,mon,2022,192,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
44,housemaid,married,high-school,no,yes,yes,cellular,jul,mon,2022,118,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
33,blue-collar,married,basic-4y,no,no,no,cellular,jul,mon,2022,219,1,,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,blue-collar,single,basic-9y,no,yes,no,cellular,jul,tue,2022,342,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
25,services,married,high-school,no,yes,no,cellular,jul,tue,2022,140,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
25,services,married,high-school,no,no,no,cellular,jul,tue,2022,161,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
25,services,married,high-school,no,no,no,cellular,jul,tue,2022,259,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
32,services,married,basic-9y,no,no,no,cellular,jul,tue,2022,491,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
32,services,married,high-school,no,no,no,cellular,jul,tue,2022,220,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
56,unemployed,divorced,professional-course,no,no,no,telephone,jul,tue,2022,141,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,blue-collar,single,basic-9y,no,yes,no,cellular,jul,tue,2022,109,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
29,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,259,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
34,admin,married,university-degree,no,yes,no,cellular,jul,tue,2022,183,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
30,services,married,high-school,no,yes,no,cellular,jul,tue,2022,24,26,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
34,admin,married,university-degree,no,yes,no,cellular,jul,tue,2022,216,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
30,admin,divorced,high-school,no,yes,no,telephone,jul,tue,2022,58,2,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
31,services,divorced,high-school,no,no,no,cellular,jul,tue,2022,123,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
49,services,divorced,high-school,no,yes,no,cellular,jul,tue,2022,146,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
48,services,divorced,high-school,no,yes,yes,cellular,jul,tue,2022,191,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
38,admin,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,175,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
38,admin,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,395,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
40,services,divorced,high-school,no,yes,no,cellular,jul,tue,2022,144,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
57,admin,married,professional-course,no,yes,no,cellular,jul,tue,2022,425,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
32,admin,single,university-degree,no,yes,no,cellular,jul,tue,2022,59,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
29,entrepreneur,married,university-degree,no,no,no,telephone,jul,tue,2022,208,5,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
31,admin,single,high-school,no,yes,no,cellular,jul,tue,2022,85,4,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
34,admin,married,professional-course,no,no,yes,cellular,jul,tue,2022,82,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
32,blue-collar,single,high-school,no,yes,no,cellular,jul,tue,2022,523,3,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,admin,married,high-school,no,yes,yes,cellular,jul,tue,2022,144,4,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
43,admin,married,university-degree,no,yes,yes,cellular,jul,tue,2022,152,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
34,admin,married,university-degree,no,no,yes,cellular,jul,tue,2022,119,2,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
39,management,divorced,university-degree,no,yes,no,cellular,jul,tue,2022,732,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,yes
43,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,136,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,self-employed,single,professional-course,no,yes,no,cellular,jul,tue,2022,85,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
43,admin,married,university-degree,no,no,no,cellular,jul,tue,2022,524,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
43,admin,married,university-degree,no,yes,yes,telephone,jul,tue,2022,377,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,services,single,high-school,no,yes,no,cellular,jul,tue,2022,286,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
24,admin,married,high-school,no,no,no,cellular,jul,tue,2022,42,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
32,technician,married,professional-course,no,no,no,cellular,jul,tue,2023,711,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
40,admin,single,university-degree,no,yes,no,cellular,jul,tue,2023,238,3,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
35,admin,single,high-school,no,no,no,cellular,jul,tue,2023,136,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,blue-collar,single,basic-9y,no,yes,yes,cellular,jul,tue,2023,367,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,blue-collar,single,basic-9y,no,yes,no,cellular,jul,tue,2023,531,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,yes
43,management,married,basic-9y,no,no,no,cellular,jul,tue,2023,217,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,admin,married,high-school,no,no,no,cellular,jul,tue,2023,260,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
25,technician,single,university-degree,no,no,no,cellular,jul,tue,2023,460,3,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,yes
48,management,married,high-school,no,no,no,cellular,jul,tue,2023,116,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,technician,married,high-school,no,no,no,telephone,jul,tue,2023,176,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,services,married,high-school,no,yes,yes,cellular,jul,tue,2023,130,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,services,married,high-school,no,no,no,cellular,jul,tue,2023,130,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,services,married,high-school,no,no,no,cellular,jul,tue,2023,272,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
49,management,married,university-degree,no,yes,no,cellular,jul,tue,2023,71,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
48,management,married,high-school,no,no,no,cellular,jul,tue,2023,705,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,yes
28,technician,single,professional-course,no,yes,no,cellular,jul,tue,2023,185,2,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
35,admin,married,high-school,no,yes,no,cellular,jul,tue,2023,992,2,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,yes
41,admin,single,university-degree,no,no,no,cellular,jul,tue,2023,253,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
48,management,married,high-school,no,no,no,cellular,jul,tue,2023,154,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,management,single,university-degree,no,yes,no,cellular,jul,tue,2023,154,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,management,single,university-degree,no,yes,no,cellular,jul,tue,2023,201,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
27,admin,single,professional-course,no,no,no,cellular,jul,tue,2023,46,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
28,services,married,high-school,no,yes,no,cellular,jul,tue,2023,191,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
41,admin,single,university-degree,no,no,no,cellular,jul,tue,2023,362,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
43,admin,single,high-school,no,yes,no,telephone,jul,tue,2023,287,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
29,admin,single,high-school,no,no,no,cellular,jul,tue,2023,574,2,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,yes
43,blue-collar,married,basic-6y,no,yes,no,cellular,jul,tue,2023,220,2,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
29,blue-collar,married,basic-9y,no,no,no,cellular,jul,tue,2023,249,3,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
43,admin,single,high-school,no,no,no,cellular,jul,tue,2023,120,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,entrepreneur,married,professional-course,no,yes,no,cellular,jul,tue,2023,113,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
26,entrepreneur,married,professional-course,no,yes,no,cellular,jul,tue,2023,359,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
30,admin,single,high-school,no,yes,no,cellular,jul,tue,2023,443,1,,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
